Plot,Epi,Chip,Length,RidgeW,Temp,DataType,DataNo,Resistance,Ideality,Leakage,Threshold,PowerMax,Rolloff,File,Folder
x,E1,R04C12,700,2,38,LIV,1,,,,30,55.78332,352,E1_R04C12_Ridge_2um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2,45,IV,1,2.17,3.46375773,-1.29E-06,,,,E1_R04C12_Ridge_2um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2,45,LIV,1,,,,34,51.44327,336,E1_R04C12_Ridge_2um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.3,25,IV,1,2.08,3.10105485,-9.53E-07,,,,E1_R04C12_Ridge_2.3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.3,25,LIV,1,,,,23,64.93791,390,E1_R04C12_Ridge_2.3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.3,38,IV,1,1.94,3.322588597,-1.18E-06,,,,E1_R04C12_Ridge_2.3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.3,38,LIV,1,,,,25,56.54381,414.99,E1_R04C12_Ridge_2.3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.3,45,IV,1,1.89,3.433469252,-1.32E-06,,,,E1_R04C12_Ridge_2.3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.3,45,LIV,1,,,,28,52.81246,382.01,E1_R04C12_Ridge_2.3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.5,25,IV,1,1.95,3.099417152,-9.88E-07,,,,E1_R04C12_Ridge_2.5um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.5,25,LIV,1,,,,24,60.50671,398,E1_R04C12_Ridge_2.5um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.5,38,IV,1,1.83,3.337904948,-1.14E-06,,,,E1_R04C12_Ridge_2.5um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.5,38,LIV,1,,,,28,52.33926,356,E1_R04C12_Ridge_2.5um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.5,45,IV,1,1.73,3.452463869,-1.33E-06,,,,E1_R04C12_Ridge_2.5um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2.5,45,LIV,1,,,,30,47.74288,339,E1_R04C12_Ridge_2.5um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,3,25,IV,1,1.68,3.064050532,-9.99E-07,,,,E1_R04C12_Ridge_3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,3,25,LIV,1,,,,25,81.84277,443,E1_R04C12_Ridge_3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,3,38,IV,1,1.57,3.297546011,-1.15E-06,,,,E1_R04C12_Ridge_3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,3,38,LIV,1,,,,29,70.8149,388,E1_R04C12_Ridge_3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,3,45,IV,1,1.51,3.4138118,-1.31E-06,,,,E1_R04C12_Ridge_3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,3,45,LIV,1,,,,31,64.89798,369,E1_R04C12_Ridge_3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R05C04,700,2,25,IV,1,2.46,2.914487644,-8.28E-07,,,,E1_R05C04_Ridge_2um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2,25,LIV,1,,,,23,66.68463,352,E1_R05C04_Ridge_2um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2,38,IV,1,2.29,3.165555564,-9.53E-07,,,,E1_R05C04_Ridge_2um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2,38,LIV,1,,,,27,57.88619,331.01,E1_R05C04_Ridge_2um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2,45,IV,1,2.23,3.28262424,-1.02E-06,,,,E1_R05C04_Ridge_2um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2,45,LIV,1,,,,30,53.69032,330,E1_R05C04_Ridge_2um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.3,25,IV,1,2.27,2.906034064,-8.66E-07,,,,E1_R05C04_Ridge_2.3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.3,25,LIV,1,,,,27,49.39398,353,E1_R05C04_Ridge_2.3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.3,38,IV,1,2.1,3.151218683,-9.97E-07,,,,E1_R05C04_Ridge_2.3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.3,38,LIV,1,,,,45,40.85777,318,E1_R05C04_Ridge_2.3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.3,45,IV,1,2.06,3.269149648,-1.04E-06,,,,E1_R05C04_Ridge_2.3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.3,45,LIV,1,,,,51,36.05911,298,E1_R05C04_Ridge_2.3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.5,25,IV,1,2.02,2.849195117,-8.77E-07,,,,E1_R05C04_Ridge_2.5um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.5,25,LIV,1,,,,21,80.2424,407,E1_R05C04_Ridge_2.5um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.5,38,IV,1,1.84,3.10007192,-9.99E-07,,,,E1_R05C04_Ridge_2.5um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.5,38,LIV,1,,,,23,70.50069,376,E1_R05C04_Ridge_2.5um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.5,45,IV,1,1.79,3.224078248,-1.08E-06,,,,E1_R05C04_Ridge_2.5um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,2.5,45,LIV,1,,,,25,64.66706,357,E1_R05C04_Ridge_2.5um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,3,25,IV,1,1.72,2.838111219,-8.51E-07,,,,E1_R05C04_Ridge_3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,3,25,LIV,1,,,,30,88.04345,428,E1_R05C04_Ridge_3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,3,38,IV,1,1.58,3.102834232,-9.93E-07,,,,E1_R05C04_Ridge_3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,3,38,LIV,1,,,,37,74.71389,409,E1_R05C04_Ridge_3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,3,45,IV,1,1.55,3.193624473,-1.08E-06,,,,E1_R05C04_Ridge_3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E1,R05C04,700,3,45,LIV,1,,,,41,68.02764,374,E1_R05C04_Ridge_3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R05C04
x,E2,R04C01,250,2,25,IV,1,5.3,3.51703202,-5.62E-05,,,,E2_R04C01_Ridge_2um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2,25,LIV,1,,,,,0.2259819,79,E2_R04C01_Ridge_2um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2,38,IV,1,5.36,3.586278424,-5.86E-05,,,,E2_R04C01_Ridge_2um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2,38,LIV,1,,,,,0.1479826,83,E2_R04C01_Ridge_2um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2,45,IV,1,5.38,3.616108308,-5.90E-05,,,,E2_R04C01_Ridge_2um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2,45,LIV,1,,,,,0.1274462,85,E2_R04C01_Ridge_2um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.3,25,IV,1,4.03,3.489257138,-5.77E-05,,,,E2_R04C01_Ridge_2.3um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.3,25,LIV,1,,,,22,20.23512,122,E2_R04C01_Ridge_2.3um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.3,38,IV,1,4.19,3.550520043,-5.96E-05,,,,E2_R04C01_Ridge_2.3um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.3,38,LIV,1,,,,29,12.374,98,E2_R04C01_Ridge_2.3um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.3,45,IV,1,4.31,3.569386319,-5.99E-05,,,,E2_R04C01_Ridge_2.3um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.3,45,LIV,1,,,,36,7.730966,89,E2_R04C01_Ridge_2.3um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.5,25,IV,1,4.13,3.475143577,-5.87E-05,,,,E2_R04C01_Ridge_2.5um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.5,25,LIV,1,,,,,0.1637246,95.99,E2_R04C01_Ridge_2.5um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.5,38,IV,1,4.18,3.533329111,-6.03E-05,,,,E2_R04C01_Ridge_2.5um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.5,38,LIV,1,,,,,0.1284181,99,E2_R04C01_Ridge_2.5um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.5,45,IV,1,4.22,3.562041746,-6.10E-05,,,,E2_R04C01_Ridge_2.5um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,2.5,45,LIV,1,,,,,0.1153177,100.01,E2_R04C01_Ridge_2.5um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,3,25,IV,1,3.45,3.422220721,-5.97E-05,,,,E2_R04C01_Ridge_3um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,3,25,LIV,1,,,,21,26.64242,152,E2_R04C01_Ridge_3um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,3,38,IV,1,3.56,3.479211339,-6.09E-05,,,,E2_R04C01_Ridge_3um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,3,38,LIV,1,,,,25,20.24825,135,E2_R04C01_Ridge_3um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,3,45,IV,1,3.62,3.518696733,-6.20E-05,,,,E2_R04C01_Ridge_3um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C01,250,3,45,LIV,1,,,,29,16.66566,125,E2_R04C01_Ridge_3um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C01
x,E2,R04C09,250,2,25,IV,1,6.72,2.95395802,-7.84E-07,,,,E2_R04C09_Ridge_2um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2,25,LIV,1,,,,34,7.560502,102,E2_R04C09_Ridge_2um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2,38,IV,1,7.33,2.857672132,-8.45E-07,,,,E2_R04C09_Ridge_2um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2,38,LIV,1,,,,49,2.391797,77,E2_R04C09_Ridge_2um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2,45,IV,1,7.12,2.979917896,-9.23E-07,,,,E2_R04C09_Ridge_2um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2,45,LIV,1,,,,,0.165734,75,E2_R04C09_Ridge_2um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.3,25,IV,1,5.79,2.943444551,-7.98E-07,,,,E2_R04C09_Ridge_2.3um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.3,25,LIV,1,,,,31,9.492637,98,E2_R04C09_Ridge_2.3um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.3,38,IV,1,6.45,2.822193914,-8.53E-07,,,,E2_R04C09_Ridge_2.3um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.3,38,LIV,1,,,,43,4.130212,84.99,E2_R04C09_Ridge_2.3um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.3,45,IV,1,6.27,2.956964784,-9.36E-07,,,,E2_R04C09_Ridge_2.3um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.3,45,LIV,1,,,,58,0.8196278,72,E2_R04C09_Ridge_2.3um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.5,25,IV,1,5.77,2.917780123,-8.63E-07,,,,E2_R04C09_Ridge_2.5um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.5,25,LIV,1,,,,44,9.267718,109,E2_R04C09_Ridge_2.5um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.5,38,IV,1,5.94,2.798357607,-8.76E-07,,,,E2_R04C09_Ridge_2.5um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.5,38,LIV,1,,,,77,0.7995883,91,E2_R04C09_Ridge_2.5um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.5,45,IV,1,5.82,2.928264223,-9.33E-07,,,,E2_R04C09_Ridge_2.5um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,2.5,45,LIV,1,,,,,0.1660881,94,E2_R04C09_Ridge_2.5um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,3,25,IV,1,4.71,2.864256917,-8.67E-07,,,,E2_R04C09_Ridge_3um_L_250um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,3,25,LIV,1,,,,,0.1445499,120,E2_R04C09_Ridge_3um_L_250um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,3,38,IV,1,5.09,2.759974209,-8.68E-07,,,,E2_R04C09_Ridge_3um_L_250um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,3,38,LIV,1,,,,,0.1198958,120,E2_R04C09_Ridge_3um_L_250um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,3,45,IV,1,4.89,2.89924018,-9.42E-07,,,,E2_R04C09_Ridge_3um_L_250um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R04C09,250,3,45,LIV,1,,,,,0.1097844,120,E2_R04C09_Ridge_3um_L_250um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/250um/R04C09
x,E2,R03C02,400,2,25,IV,1,4.3,2.821729287,-2.30E-06,,,,E2_R03C02_Ridge_2um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2,25,LIV,1,,,,104,1.435498,130.99,E2_R03C02_Ridge_2um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.3,25,IV,1,3.13,2.775328438,-2.38E-06,,,,E2_R03C02_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.3,25,LIV,1,,,,16,57.2788,283,E2_R03C02_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.3,38,IV,1,2.9,3.058243427,-2.45E-06,,,,E2_R03C02_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.3,38,LIV,1,,,,20,48.79123,261,E2_R03C02_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.3,45,IV,1,2.84,3.179385226,-2.62E-06,,,,E2_R03C02_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.3,45,LIV,1,,,,34,44.50077,234,E2_R03C02_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.5,25,IV,1,3.85,2.819168645,-2.33E-06,,,,E2_R03C02_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.5,25,LIV,1,,,,22,51.70329,266,E2_R03C02_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.5,38,IV,1,4.64,3.145215324,-2.54E-06,,,,E2_R03C02_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.5,38,LIV,1,,,,27,42.86898,247,E2_R03C02_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,2.5,45,IV,1,2.78,3.18456353,-2.60E-06,,,,E2_R03C02_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
